gene_id	mut_hf_R1	mut_hf_R2	mut_hf_R3	mut_nf_R1	mut_nf_R2	mut_nf_R3	wt_hf_R1	wt_hf_R2	wt_hf_R3	wt_nf_R1	wt_nf_R2	wt_nf_R3
ENSDARG00000002797	5.002	9.003	0	101	17.004	1.002	3.09	28.841	3.031	2.057	0	6.071
ENSDARG00000002798	313	426	280	397	263	384	129	409	320	236	354	500
ENSDARG00000002816	79	69	71	44	24	67	93	109	68	0	101	28
ENSDARG00000002826	296	407	231	651	282	352	398	255	428	444	264	450
ENSDARG00000002830	264	289	173	344	233	282	301	204	223	265	281	309
ENSDARG00000002831	117	201.907	104.301	170.966	93.944	159.562	145.342	268.769	213.01	175	19	83
ENSDARG00000002840	3723	4186	3253	3311	2604	2300	3511	4808	4773	2976	2405	3393
ENSDARG00000002847	55.95	70.823	98.872	190.485	59.29	61.02	112.029	82.645	137.821	80.048	69.899	115.468
ENSDARG00000002872	302	426	300	202	192	148	301	464	435	183	163	217
ENSDARG00000002877	710	1193	871	546.016	738	450	672	1169	1223	418	482	885
ENSDARG00000002880	161.703	447.607	141	195	55	47	215	201	191.144	71	152	107
ENSDARG00000002894	441.961	762.051	467.988	650.378	823.557	603.405	591.473	647.213	881.684	669.697	924.109	869.271
ENSDARG00000002897	665.556	955.225	696.366	528.182	637.285	740.338	597.041	980.509	868.15	710.779	649.746	807.593
ENSDARG00000002909	79	149	98	115	129	78	131	69	81	53	84	107
ENSDARG00000002912	1357	1838	1081	1366	1221	957	1468.003	1366.117	1810.997	1012	1037.78	1400
ENSDARG00000002916	108	119	104	85	0	69	120	95	168	0	68	97
ENSDARG00000002917	124	151	146	370	438	434	85	169	193	382	203	337.003
ENSDARG00000002933	781	1026	846	684	581	597	729	914	746	555	642	629
ENSDARG00000002937	256	601	414	669	610	532	269	427	511	485	491	691
ENSDARG00000002945	197	306	133	172	282	222	192	245	269	207	127	229
ENSDARG00000002947	38	178	128	36	96	73	129	112	153	85	88	39
ENSDARG00000002949	2376	2989	2214	2599	1977	2011	2507	2927	3131	2538	2749	3224
ENSDARG00000002952	266	313.698	211.345	218	248.022	409	205.451	264.487	350.621	102	398.575	381.639
ENSDARG00000002956	12.733	73.458	54.635	22.326	31.05	8.329	53.827	56.82	73.694	0	90.313	31.059
ENSDARG00000002959	0	0	0	0	0	0	0	0	4	0	0	0
ENSDARG00000002967	836	1092	774	749	696	640	1078	967	945	969	671	820
ENSDARG00000002968	13	16	3	29	3	4	12	2	10	0	0	23
ENSDARG00000002970	2379	3738	2660	2873	2432	2299	3052	3154	3248	2538	3022	3156
ENSDARG00000002971	355	525	434	344	139	163	372	424	605	277	536	389
ENSDARG00000002986	93	114	85	104	81	32	91	68	45	165	66	79
ENSDARG00000002988	326	485	393	919	646	843	441	502	557	546	457	693
ENSDARG00000002991	402	1365	1145	590	361	323	516	1175	944	300	662	363
ENSDARG00000002994	501	710	458	441	421	369	534	630	728	176	312	562
ENSDARG00000003008	1864.011	2544.001	1782.12	1600.999	1626.151	1418.011	2029.1	2731.023	2750.029	1811.331	1703.561	2350.363
ENSDARG00000003017	1620.028	2285.32	1735.976	1623.404	1446.463	1282.973	1271.699	2063.398	2441.132	1120.55	1135.219	1926.28
ENSDARG00000003020	218	366	217	213	194	157	285	277	376	72	153	148
ENSDARG00000003021	304	546	300	247	301	227	457	363	428	393	426	445
ENSDARG00000003022	20.944	61.047	51	72	48	3	35	11.008	10	0	19.051	34.032
ENSDARG00000003027	143	211	175	78	179	72	189	161	224	125	143	167
ENSDARG00000003032	5633	6720	5802	5960	5958	5183	4405	6948	7939	3843	6642	7399
ENSDARG00000003035	2572.441	3956.694	3272.739	2752.481	3262.861	1998.049	4113.426	4847.7	4728.095	2534.695	2679.895	3636.694
ENSDARG00000003041	0	28.001	30	24	0	0	0	3	5	0	0	39
ENSDARG00000003046	88	251	159	252	250	233	245	132	231	137	118	193
ENSDARG00000003054	30.528	88.239	93.262	129.782	122.101	85.362	83.959	139.357	126.082	72.761	130.869	95.484
ENSDARG00000003058	1493	1973	1472.001	1864	883	1534.999	1531	1404.001	1917	1169	1124	1818
ENSDARG00000003061	203.079	349.106	111.057	181.034	155.018	133.021	100.161	125.044	99.051	66.02	72.049	153.046
ENSDARG00000003068	636.838	408.297	281.748	565.303	394.077	485.246	431.251	646.566	693.414	360.232	260.718	560.386
ENSDARG00000003069	5	16	14	21	0	0	19	23	46	0	22	0
ENSDARG00000003077	464.848	218.555	124.022	462.678	161.945	245.429	135	200.924	168.18	251.311	123	170.253
ENSDARG00000003081	503.407	1272.554	438.856	861.38	1005.456	1016.76	800.194	758.878	1301.99	613.222	424.665	861.937
ENSDARG00000003084	29.001	146.263	88	54	33	54.303	64.421	20.335	119.768	8	36	74.717
ENSDARG00000003085	676	594	657	509	438	519	443	521	732	597	488	490
ENSDARG00000003087	243	471	311	218	178	241	284	380	328	349	325	359
ENSDARG00000003090	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003091	42	42	8	56	71	40	20	20	33	0	19	30
ENSDARG00000003098	5937	9945	7611	7471	5012	5332.999	8255	7499	9498	5871	5233	6004
ENSDARG00000003109	756	1251	741	812	453	426	1110.977	1530	1376	595.965	690.225	711
ENSDARG00000003113	598.044	597	288	667.675	509	252	436	554	452	286	227	483
ENSDARG00000003127	3707.004	4704.682	3598.973	3389.149	3791.866	2931.204	4032.258	4784.621	5355.145	2768.321	3827.238	4106.244
ENSDARG00000003132	263	276	252	385	348	424	291	271	461	435	248	398
ENSDARG00000003142	270	569	291	479	395	296	519	488	465	379	196	307
ENSDARG00000003144	53.193	173.094	68.317	2.015	25.002	79.264	136.566	145.946	73.378	0	47.498	71.505
ENSDARG00000003146	39	23	0	0	17	0	33	15	12	0	0	14
ENSDARG00000003151	7887	11257	9872	10486	8292	7373	8600	9749	11389	7221	8740	8913
ENSDARG00000003153	600	1047	955	776	418	576	573	810	1229	488	603	1046
ENSDARG00000003157	338.082	603.887	504.522	381.76	338.436	360.774	478.363	484.489	497.516	377.404	323.004	418.884
ENSDARG00000003165	1223.167	1614.361	1347.201	1375.039	1112	895.696	1843.458	2082.202	1902.946	811	1166.63	1193.739
ENSDARG00000003167	437.122	663.097	400.485	410.243	558	352.103	630.275	602.577	688.746	279.256	368.149	556.871
ENSDARG00000003169	6649.999	10865.079	8024.006	9681.999	7182.001	6269	6961.001	7879.999	9215.999	6911	6385.001	7983.999
ENSDARG00000003175	348.213	493.873	310.019	301.629	314.25	316.343	383.038	464.569	546.677	317.835	331.905	603.685
ENSDARG00000003181	0	16	0	19	0	0	0	25	18	53	0	0
ENSDARG00000003189	1116	2434	1935	2109	1305	1242	1515	1999	1916.999	996	1051.001	1607
ENSDARG00000003193	33.265	44.317	35.119	0	0	12.329	20.023	26.047	41.164	79	19.272	36.178
ENSDARG00000003197	127.786	385.17	190.182	67.027	215.898	100.728	209.14	153.162	176.406	206.309	113.927	168.148
ENSDARG00000003200	86	162.404	155	287	88	99	311	284	242	169	319	267
ENSDARG00000003203	75	208	148	65	41	86	173	120	202	18	31	44
ENSDARG00000003205	507	912	808	626	427	271	685	1137	1003	389	461	373
ENSDARG00000003206	675	917	890.999	741	486	697	545.999	775.001	989.999	454	543	579.999
ENSDARG00000003207	515	742	508	639	345.165	500	453	626	554.019	524	648	703.703
ENSDARG00000003208	276.611	486	266.036	412	180	358	383	436.001	454.978	209	366	287
ENSDARG00000003210	831	1305	908	936	708	888	934	857	776	806	897	1284
ENSDARG00000003213	821	1832	1028	1024	792	533	1064	1355	1499	769	686	881
ENSDARG00000003216	283	511	448	780	249	568	448	488.032	520.353	337	467	370
ENSDARG00000003217	116.479	189.717	190.715	155.041	82.282	137.008	95.267	218.068	167.809	45.192	63.196	163.638
ENSDARG00000003219	30	167.999	79	163	155	221	120	87	158	288	22	213
ENSDARG00000003229	12	29	5	175	0	108	42	26	54	73	0	5
ENSDARG00000003235	1293	1516	1260	1580	1236	1075	1411	1563	1786	1043	1529	1406
ENSDARG00000003244	749.106	1116	653.997	909.992	569.595	544	950.988	921.041	1053.079	455	631	989.938
ENSDARG00000003250	125	257	131	46	194	44	239	267	229	99	139	253
ENSDARG00000003251	32	77	20	48	21	1	37	33	54	0	11	37
ENSDARG00000003257	372.998	484.867	276.177	295.595	219.385	244.556	337.934	458.17	479.972	141.82	535.015	240.931
ENSDARG00000003259	14	3	0	0	11	16	101	26	13	0	0	0
ENSDARG00000003269	2625.598	3657.828	2912.786	2957.006	2598.367	1943.072	2820.847	3407.899	3778.144	3094.473	2641.225	3085.588
ENSDARG00000003270	535	861	660	612	489	512.001	867	930	857	471	361	440
ENSDARG00000003281	3513	6089	4734	4423	3348	4690	4414	3960	5904	3881	3903	4079
ENSDARG00000003287	178	329	269	311	415	122	197	209	206	105	181	244
ENSDARG00000003290	44	59	43	57	0	96	0	10	23	0	17	41
ENSDARG00000003293	33	65	67	38	17	61	0	29	85	75	23	42
ENSDARG00000003303	0	4	16	40	0	0	0	5	4	0	0	0
ENSDARG00000003307	770	985	617	662	1043	506	708	1249	914	548	781	1094
ENSDARG00000003308	1855	2794	2150	2028	1642	1580	1610	2551	2429	1913	1613	1852
ENSDARG00000003311	1272	3023	1547	1268	1528	857	1572	2193	2812	919	1164	1176
ENSDARG00000003313	7	24	21	44	102	89	88	24	70	12	23	70
ENSDARG00000003320	1954	2278	1825	1851	1773	1545	1848	2447	2390	1151	1777	2281
ENSDARG00000003326	650	870	590	485	395	389	428	755	737	439	361	479
ENSDARG00000003328	244	430	376	201	230	236	212	388	411	330	213	497
ENSDARG00000003344	6	0	0	0	0	16	0	0	0	0	0	0
ENSDARG00000003373	528	775	572	294	373	497	369	551	703	537	492	600
ENSDARG00000003375	131.004	175	97	144	98	69	89	159.001	108.912	91.59	9	118.91
ENSDARG00000003380	722.974	64.742	0	65	0	0	33.328	849.477	868.034	0	20.073	147.286
ENSDARG00000003381	57	31	60	105	62	62	82	45	82	28	48	44
ENSDARG00000003382	1143	1930	1481	1749	1242	1220	1568	1444	1589	1318	1487	1274
ENSDARG00000003383	653	1047.27	633	680	820	391	1012	1115	1143	487	648	900
ENSDARG00000003395	47	95	66	15	47	45	3	39	72	43	13	106
ENSDARG00000003398	283	441	391	309	312	345	345	523	477	219	461	603
ENSDARG00000003399	79	80.086	23.78	0	77.137	22	209	193.857	13.926	0	0	195
ENSDARG00000003403	1217	2400	1345	1613	1136	1106	1649	1563	1728	999	1247	1534
ENSDARG00000003411	295	293	329	402	138	157	293	244	408	295	112	172
ENSDARG00000003414	0	2	0	18	0	0	0	5	1	0	0	0
ENSDARG00000003420	300	409	315	481	398	302	359	339	296	417	382	479
ENSDARG00000003421	89	82	66	0	34	34	19	85	42	0	18	53
ENSDARG00000003429	4776.115	8180.639	6051.61	6927.836	5268.441	4787.498	5390.986	6188.259	7258.703	5641	5334.38	6154.519
ENSDARG00000003444	101	199	145	56	38	71	187	134	284	118	120	173
ENSDARG00000003446	36	66	26	81	37	38	0	95	46	20	49	40
ENSDARG00000003449	50	64	70	0	38	30	110	101	64	42	28	96
ENSDARG00000003462	20	49	24	46	40	1	42	38	41	0	10	30
ENSDARG00000003469	2559	3626	2887	2453	2060	1868	2952	3621	3566	1579	1791	3206
ENSDARG00000003475	11	28	16	27	56	25	121	10	36	0	10	9
ENSDARG00000003486	4049.994	6145.127	4442.881	5088	3080.008	4134.031	4334.827	4695.78	5131.318	2571	3446.014	3830.779
ENSDARG00000003487	1835	2683	2106.001	2005	1237	1238	1948	2669	2861	1428	1266	1838
ENSDARG00000003495	12347	17157.001	14257	16516.001	10954	13183.999	12359	13972	16290.999	13645.001	12231	15618.999
ENSDARG00000003512	6109.125	7958.88	5757.809	7810.814	5212.58	5432.507	6511.399	7415.63	7645.424	5220.204	5880.154	6435.093
ENSDARG00000003517	542	718	482	729	230	386	495	662	752	278	214	416
ENSDARG00000003519	97.675	258.444	57.448	297.185	176.669	115.72	127.068	295.787	222.4	22.863	194.822	193.252
ENSDARG00000003520	281.464	489.098	309	226	68.824	92.001	471	543.004	587.622	173	282.192	215
ENSDARG00000003523	0	0	0	0	0	1	0	0	0	0	0	0
ENSDARG00000003526	510	1125	707	999	755	508	603	882	1075	315	807	857
ENSDARG00000003527	412.907	683.136	605.264	905.891	601.526	767.049	774.057	694.952	735.615	848.789	533.744	722.361
ENSDARG00000003531	1992.085	2794.779	2100.549	2125.245	1275.435	1224.285	1839.222	2561.748	2956.797	1112.158	1610.462	2201.462
ENSDARG00000003533	7	12	0	0	24	0	0	17	0	0	0	6
ENSDARG00000003544	56	86	52	57	49	10	67	74	36	89	54	76
ENSDARG00000003553	11	35.064	26.34	30	7	27	50	32	34	42	16	15
ENSDARG00000003564	543	810	837	792	520	797	722	635	904	666	506	916
ENSDARG00000003570	1903	3550	2646	1493	703	995	2398	2925	3523	879	857	927
ENSDARG00000003573	733	924	1043	1004	746	797	1005	1034	1073	824	744	950
ENSDARG00000003576	1436	1576	1485	1202	986	739	1312	1556	2182	1069	1161	1465
ENSDARG00000003584	246	306.136	247	631	240	253	144	186.439	291	136	278	313
ENSDARG00000003592	714	1004	1156	818.001	625	479	894	978	1164.999	790	692.999	988
ENSDARG00000003599	37283	68980	50839	57654	39303	49978	45603	50917	64634	40043	40664	53236
ENSDARG00000003607	612	1102	824	1122	876	575	815	1019	1172	790	999	944
ENSDARG00000003615	20	71	14	21	17	0	114	49	110	0	0	0
ENSDARG00000003616	258	462.002	430	206	228	193	424	397	424.002	128	267	270
ENSDARG00000003631	185.991	450	262	83	197	225.999	167	266	344.001	79	178	170
ENSDARG00000003632	8	25	6	0	21	0	40	65	32	22	3	30
ENSDARG00000003635	36	44	24	5	0	3	0	21	33	0	23	3
ENSDARG00000003641	1596.1	2056.166	2156.992	1549.107	998.414	877.3	1457.531	1976.308	2044.482	1202.716	1394.572	1436.464
ENSDARG00000003642	696	1016	908	844	670	725	1215	839	1241	439	496	658
ENSDARG00000003655	5373	7731	5082	6132	5000	4428	5629	7467	7588	4044	5309	6324
ENSDARG00000003675	32	146	56	123	54	75	47	124.017	167	36	160	87
ENSDARG00000003680	1206	2773.999	1504	730	1165	776	1133	1860	2357	409	742	1365
ENSDARG00000003681	4660.088	7405.156	5977.489	7063.475	4935.086	6066.732	4236.181	5068.171	6097.724	4765.008	5285.166	5942.163
ENSDARG00000003684	71	64	68	63	22	24	74	47	84	168	15	36
ENSDARG00000003693	798	1799	1462	1251	1283	1248	782	1499	1407	965	1146	1747
ENSDARG00000003695	9152	14634.999	11106	11578	9404	8267	11754	12378	15165	8203	9355	11682
ENSDARG00000003697	8	16	9	16	37	8	27	1	34	109	13	0
ENSDARG00000003699	232.386	430.439	331.332	283.293	359.007	121	327.028	323.453	266.278	172.008	243.039	310.656
ENSDARG00000003701	0	0	0	0	0	0	0	20	0	0	11	0
ENSDARG00000003705	4620.687	7190.639	5036.99	3830.177	4171.011	3188.594	4664.56	5713.946	6249.491	2624.773	4668.454	5039.948
ENSDARG00000003706	345.801	341.325	216.168	347.25	152.999	330.171	227.898	294.823	289.64	278.485	371.538	232.901
ENSDARG00000003732	19	16	42	21	28	33	0	57	20	0	0	27
ENSDARG00000003749	464	524	428	366	194	460	474	661	641	324	236	498
ENSDARG00000003750	128.946	187.614	110	321.084	94.233	233.89	87	160	101.806	152	188	108
ENSDARG00000003751	646	1127	949	1283	1190	799	1055	1133	1028	946	1265	1653
ENSDARG00000003754	1645.585	2345.086	1735.549	2189.074	2064.102	1292.601	1484.704	1925.795	1852.707	1474.087	1461.333	1802.89
ENSDARG00000003757	102	93	139	117	122	64	47	112	185	1	77	121
ENSDARG00000003769	203	240	191	275	389	227	244	277	336	194	288	306
ENSDARG00000003776	2049	2659	1681	1543	1436	1455	1950	2807.002	2633	1515	1573	1765.001
ENSDARG00000003779	2954	4136	3168	3343	2439	2508	2231	3645	3998	2324	2095	2846
ENSDARG00000003789	2744	3873	3302	2635	2834	2623	2953	3687.001	3854	1676	2629	2792
ENSDARG00000003795	14848	27478	19227	17436	10317	15504	19532	19844	24893	15109	12261	16032
ENSDARG00000003797	67	51.85	0	35	11	204	17	55	43.978	27	113	55
ENSDARG00000003803	8	75	56	56	10	2	115	3	45	36	9	35
ENSDARG00000003808	72	83	0	56	104	8	24	42	112	180	52	16
ENSDARG00000003811	688.167	1056.833	831.022	731.002	856.012	748.037	895.225	916.979	1065.001	521.565	465	871.546
ENSDARG00000003818	604.014	713.018	475.003	405.004	671.198	343.732	614.105	768.007	900	236.483	567	508
ENSDARG00000003820	7892	11713	7546	7802	7783	5419	7561	6995	10794	3986	6039	6553
ENSDARG00000003822	297	426	377	209	312	168	454	281	417	235	368	316
ENSDARG00000003827	458	721	543	496	238	255	357	533	579	319	212	331
ENSDARG00000003829	2301	2817	2523	2675	1926	1796	3278	2886	3193	1181	1309	2044
ENSDARG00000003835	1455.001	2048	1303	1675	1272.005	1006	1485.001	1789	1819.598	951	1491.011	1205.175
ENSDARG00000003841	196	327	276	264	107	127	284	321	390	211	252	245
ENSDARG00000003845	599	829	770	606	557	480	594	753	939	442	388	528
ENSDARG00000003846	275	594	484	438	417	389	436	483	605	232	244	325
ENSDARG00000003854	225.896	436.138	313.978	435.007	203.389	353.556	209.795	376.664	456.493	524.619	358.369	475.142
ENSDARG00000003860	1264	1487	1420	1320	1246	869	1541	1979	1977	922	1241	1556
ENSDARG00000003865	0	9	8	19	0	29	0	5	21.974	0	2	16
ENSDARG00000003866	1678	2898	1927	2499	2204	1702	1657	2845	2578	1657	1999	2661
ENSDARG00000003867	33	54	8	0	22	139	28	67	124	82	35	48
ENSDARG00000003869	237	362	205	346	209	135	206	361	284	33	188	158
ENSDARG00000003872	545	761	386	428	359	337	484	630	823	311	461	250
ENSDARG00000003877	1079	1883	1457	1488	1382	1369	1247	1508	1929	1344	1314	1446
ENSDARG00000003899	23	56	83	57	62	1	4	29	38	0	21	58
ENSDARG00000003900	8	30	41	29	0	24	8	45	52	0	36	8
ENSDARG00000003902	456	602	319	905	671	681	211	734	246	932	776	592
ENSDARG00000003903	2	36	4	0	0	0	15	0	24	0	0	9
ENSDARG00000003904	147	165	169	149	14	202	128	149	213	27	170	120
ENSDARG00000003909	0	0	0	0	0	0	0	7	0	0	0	0
ENSDARG00000003910	2938	4060	3391	3079	2461	2174	3508	3564	4247	3048	2852	3374
ENSDARG00000003920	4052.877	6710.722	4895.329	4302	3910.322	2920.713	4811.761	6242.028	6840.725	3732	3565.532	4360
ENSDARG00000003925	0	6	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003927	254	383	130	193	217	142	102	231	337	95	224	236
ENSDARG00000003931	222	309	159	119	259	73	151	230	256	60	112	172
ENSDARG00000003934	191	506	353	150	91	139	333	331	403	345	147	180
ENSDARG00000003938	988	1636	1420	1470	1056	1178	1098	1422	1480	1220	1481	1748
ENSDARG00000003940	765	1520	1043	1148	864	792.999	1077	1237	1130	573	953	1133
ENSDARG00000003941	158	245	216.029	160.157	95	301	75	376	295	216	105	276
ENSDARG00000003944	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003952	3797	4486	3313	3122	2597	1642	3160	4901	5557	2120	3349	3534
ENSDARG00000003961	57	137	125	146	19	83	87	73	98	92	162	122
ENSDARG00000003963	1555	2520	1984	1219	1463	794	1718	2145	2810	1195	1011	1117
ENSDARG00000003965	19	15	0	9	0	0	0	3	28	0	12	0
ENSDARG00000003968	0	12	0	12	0	0	20	19	14	0	18	9
ENSDARG00000003970	4	0	0	0	0	0	0	23	23	0	0	0
ENSDARG00000003971	645	1056	914	871	618	420	668	715	871	726	503	696
ENSDARG00000003973	0	62	38	0	0	0	88	52	60	0	18	17
ENSDARG00000003974	804	1137	935	581	643	625	876	1233	1378	647	435	846
ENSDARG00000003977	86.919	96.834	64.227	264.2	61.373	159.713	38.735	117.388	127.556	0	73.118	55.954
ENSDARG00000003984	860.49	1122.457	844.249	1011.899	483.96	758.229	945.267	1104.153	1098.159	683.71	700.054	1119.933
ENSDARG00000003989	14	63.113	47	37.011	17	16	59	48	55	0	28	5
ENSDARG00000003991	41.891	14	40	15.407	0	21	0	18	21	10	28	14.632
ENSDARG00000003994	893	1255	1097	1263	619	732	896	1223	1144	1111	760	724
ENSDARG00000003998	296	290	150	288	175	115	219	171	211	180	175	42
ENSDARG00000004015	314	527	377	376	264	181	295	431	462	228	325	286
ENSDARG00000004017	1081.211	1515.919	1091.304	1217.557	946.885	1069.711	1157.027	1000.496	1254.347	876.01	1067.919	1069.87
ENSDARG00000004018	4	2	0	0	0	11	0	18	19	0	0	0
ENSDARG00000004023	2180	3736	2912	3144	2410	2403	2796	3536	3802	2462	2276	3032
ENSDARG00000004034	914	947	673	933	797	616	816	1235	1294	498	1109	968
ENSDARG00000004037	830	936	729	628	748	665	825	760	979	800	484	1061
ENSDARG00000004046	567	877	684	577	653	693	515	891	975.999	782	579	600
ENSDARG00000004049	269	491	230	238	688	168	269	641	463	225	231	648
ENSDARG00000004051	15.025	51.89	56.728	79	11.065	80.004	49	29	50.374	25.001	31	27
ENSDARG00000004055	1126	1498	1138	1078	760	1156	909	1065	1064	1356	1069	1200
ENSDARG00000004059	90.001	89.61	54.194	33.002	34.964	23.126	82	39.161	71.972	136.553	11.864	44.1
ENSDARG00000004060	19266	29551	22589	15551	13907	13080	24426	27265	30505	10532	10597	12925
ENSDARG00000004074	12	125	97	21	29	16	74	48	158	45	8	44
ENSDARG00000004078	1092	1527	1381	1772	1565	1279	701	902	875	715	749	1460
ENSDARG00000004082	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000004094	2024	3234	2388	2834	2667	2264	1549	2131	2906	2391	2596	3065
ENSDARG00000004105	357.915	239	379.294	330.005	247	297.028	251.097	329.456	300.103	378	227.249	403.638
ENSDARG00000004111	37	15	28	0	34	33	16	38	44	40	13	66
ENSDARG00000004114	72	82	68	17	101	52	61	107	146	15	37	205
ENSDARG00000004115	943	1324	797	789	1187	630	668	1307	1043	730	1062	872
ENSDARG00000004130	82	108	60	244	156	183	30	84	106	129	96	178
ENSDARG00000004131	93.12	106	122.353	70.484	81.01	35.375	104.961	64.031	66.443	36	104	56.449
ENSDARG00000004132	1008	1322	886.999	799	724	428	1107	1208	1273.999	682	857	1116
ENSDARG00000004141	195.058	398	322.162	355.979	307	222	321	420.999	498.078	184	187	384
ENSDARG00000004150	488	595	425	324	170	341	450	712	710	299	324	403
ENSDARG00000004151	11	27	53	40	28	0	91	24	33	19	28	0
ENSDARG00000004154	6	3	14	0	0	27	0	0	20	0	0	10
ENSDARG00000004158	435	406	278	366	284	140	424	413	557	371	355	339
ENSDARG00000004160	1018	1055	707	868	933	819	1110	1312	1378	704	1474	1110
ENSDARG00000004161	1646	2871	2045	2643	1209	1740	1558	1965	2009	1234	1408	1736
ENSDARG00000004167	103	85.506	110	130.1	236	129.602	211.037	160.455	199.001	199	124	142.981
ENSDARG00000004169	734	928.602	564.758	1038.012	497.43	649.245	567.768	1224.7	948.981	651	530.138	746.852
ENSDARG00000004171	334	362	310	383	389	346	488	463	542	271	380	175
ENSDARG00000004173	2871	4914	3422	3468	2468	2799	3026	3414	4063	2508	2121	3271
ENSDARG00000004174	5329	7823	6001.001	5308	5060	4375	5738	7101	8224	4260	4516	5442
ENSDARG00000004176	120.324	109	84.223	148	28.41	234	28	132	199	235	88.818	140.057
ENSDARG00000004177	103	251	184	179	103	182	101	140	183	177	172	101
ENSDARG00000004184	35	206	154	53	0	25	65	170	54	0	26	73
ENSDARG00000004187	5000	5078	4228	2641	2360	1985	3488	3284	6763	1691	2526	2779
ENSDARG00000004189	1047	1472	1079	791	713	504	1356	1803	1690	854	534	901
